# time(s)	globalX	globalY	globalZ	magX	magY	magZ	gyroAngle	pitch	floorLabel
20.06	0.1285	-0.3438	1.6643	19.44	-4.00	-39.81	56.50	7.93	ground
20.08	0.0704	0.3561	1.9662	20.89	-5.20	-39.61	56.58	-2.66	ground
20.10	-0.4772	0.8183	2.3131	21.02	-4.87	-39.29	56.59	-3.91	ground
20.12	-0.4955	0.1452	2.5437	20.68	-4.63	-40.17	56.53	-2.81	ground
20.14	0.1274	-0.1905	2.4436	20.13	-4.71	-40.17	56.56	0.70	ground
20.16	-0.2446	-0.7601	2.5425	20.71	-3.39	-38.52	56.66	1.48	ground
20.18	0.0906	-0.5053	2.2914	19.11	-4.63	-40.94	56.73	-2.12	ground
20.20	0.2343	0.4665	1.7411	20.20	-5.30	-41.87	56.69	0.06	ground
20.22	-0.3813	-0.3088	1.7362	20.30	-4.47	-39.44	56.68	5.84	ground
20.24	-0.4235	-0.1113	0.9608	18.67	-3.99	-40.63	56.69	0.11	ground
20.26	0.5023	0.1966	0.2510	20.47	-4.23	-41.08	56.70	0.96	ground
20.28	0.1055	0.4447	-0.2196	18.75	-4.28	-39.11	56.73	5.67	ground
20.30	-0.1258	-0.0599	-0.7749	19.57	-6.50	-40.14	56.72	-2.09	ground
20.32	-0.2802	-0.1214	-1.1411	20.04	-7.49	-41.26	56.68	-2.29	ground
20.34	-0.1531	0.0215	-1.6587	19.27	-3.72	-38.07	56.74	-1.41	ground
20.36	-0.3572	-0.1883	-2.0544	20.08	-4.56	-41.61	56.69	-1.58	ground
20.38	0.2650	-0.1721	-2.1951	20.07	-5.02	-40.09	56.66	-5.46	ground
20.40	-0.2330	0.1236	-2.4047	19.18	-4.31	-41.89	56.62	0.41	ground
20.42	0.3281	0.0556	-2.4508	20.57	-3.07	-39.73	56.66	0.65	ground
20.44	-0.1202	0.6395	-2.3520	19.24	-3.59	-40.64	56.67	-0.56	ground
20.46	-0.3130	0.1317	-2.1133	22.29	-4.04	-39.18	56.73	0.74	ground
20.48	-0.1279	0.3453	-2.2018	19.89	-5.89	-40.02	56.70	0.77	ground
20.50	-0.7873	-0.3214	-1.5241	18.83	-5.76	-38.65	56.64	-3.95	ground
20.52	-0.0362	0.1575	-1.3055	19.02	-7.39	-40.43	56.63	0.87	ground
20.54	-0.0510	-0.2169	-0.4321	21.15	-4.37	-41.60	56.63	1.68	ground
20.56	0.2474	0.1186	0.1249	19.59	-3.89	-39.76	56.65	-4.79	ground
20.58	-0.5659	0.2066	0.8392	18.64	-3.81	-40.25	56.58	4.39	ground
20.60	0.3486	0.0150	1.3825	20.85	-4.32	-41.82	56.61	-3.71	ground
20.62	0.2462	0.7222	1.6954	19.58	-5.15	-41.06	56.57	-3.41	ground
20.64	0.3756	0.4284	1.9658	20.65	-5.56	-40.74	56.55	0.61	ground
20.66	-0.0158	0.3532	2.3855	20.94	-5.83	-38.44	56.62	1.60	ground
20.68	0.3042	0.2293	2.3875	20.27	-5.16	-39.29	56.52	2.33	ground
20.70	-0.4414	0.5290	2.4949	22.40	-5.98	-40.35	56.55	1.68	ground
20.72	0.2139	-0.4311	2.5442	18.28	-3.24	-39.53	56.57	-1.56	ground
20.74	-0.2313	0.4111	2.0918	19.18	-6.30	-42.04	56.54	0.33	ground
20.76	-0.4954	-0.2974	1.9646	19.74	-5.20	-40.56	56.53	-0.95	ground
20.78	-0.3372	-0.1693	1.5198	22.26	-6.94	-39.60	56.60	0.52	ground
20.80	0.0017	0.1684	0.7771	21.80	-4.70	-39.83	56.71	0.21	ground
20.82	-0.2473	0.3700	0.5216	21.29	-5.00	-40.54	56.77	-1.51	ground
20.84	0.1128	-0.3461	-0.0835	19.21	-5.36	-40.04	56.87	-1.04	ground
20.86	-0.5425	-0.1538	-0.7273	19.32	-5.93	-39.66	56.85	-5.56	ground
20.88	-0.6381	0.0293	-1.3734	19.17	-5.00	-40.01	56.78	2.49	ground
20.90	0.4117	-0.0559	-1.8402	19.22	-5.54	-39.14	56.79	0.89	ground
20.92	0.2711	0.2562	-2.1571	21.49	-5.14	-39.68	56.84	-6.92	ground
20.94	-0.3148	1.0308	-2.2544	19.76	-3.04	-39.49	56.75	2.38	ground
20.96	-0.0009	0.1258	-2.6195	19.89	-4.83	-38.29	56.72	-0.16	ground
20.98	0.3059	-0.2206	-2.4247	20.77	-4.47	-39.17	56.68	-2.81	ground
21.00	0.1258	-0.3890	-2.5639	18.34	-5.46	-38.26	56.71	-3.08	ground
21.02	0.0445	-0.0976	-2.1744	20.05	-5.78	-40.67	56.73	-2.06	ground
21.04	0.3285	-0.2821	-1.7843	18.90	-5.02	-41.59	56.70	-2.79	ground
21.06	-0.2192	0.1403	-0.9992	19.71	-2.50	-40.14	56.72	-2.39	ground
21.08	0.0094	0.1356	-1.0682	19.41	-5.29	-40.23	56.67	5.10	ground
21.10	-0.0054	-0.1390	-0.0925	19.36	-4.64	-38.54	56.66	1.11	ground
21.12	-0.0818	0.5955	0.2734	20.23	-5.83	-41.13	56.61	6.11	ground
21.14	-0.1169	-0.2206	0.8640	20.22	-7.76	-40.08	56.61	0.68	ground
21.16	0.0219	-0.0358	1.3307	19.78	-5.79	-39.59	56.58	1.74	ground
21.18	0.0103	0.1917	1.8233	20.37	-2.62	-39.90	56.62	-2.64	ground
21.20	-0.3145	0.2676	2.0878	19.13	-4.40	-40.17	56.63	-0.50	ground
21.22	0.2405	0.3833	2.5756	20.68	-3.36	-39.64	56.63	-0.25	ground
21.24	-0.2929	0.1285	2.4156	19.79	-5.35	-38.92	56.73	1.86	ground
21.26	-0.0655	0.3153	2.6539	19.52	-7.36	-38.46	56.76	-0.15	ground
21.28	-0.0886	-0.1995	2.2608	19.21	-6.11	-39.97	56.75	1.05	ground
21.30	0.1074	0.2754	2.1018	19.76	-4.60	-40.82	56.73	0.95	ground
21.32	-0.6357	0.2714	1.5958	21.87	-4.76	-38.47	56.68	-0.91	ground
21.34	0.2673	0.4539	1.3812	19.94	-5.01	-41.08	56.69	-1.22	ground
21.36	-0.2031	-0.5005	1.0191	18.86	-5.53	-38.21	56.71	-2.01	ground
21.38	0.3660	-0.2722	0.2393	20.92	-4.06	-38.66	56.63	3.25	ground
21.40	-0.1434	0.2469	-0.3429	19.53	-5.50	-38.51	56.57	-0.91	ground
21.42	-0.0147	-0.7954	-1.0288	20.28	-4.69	-39.31	56.55	0.99	ground
21.44	0.5741	0.1476	-1.4004	19.39	-4.80	-42.11	56.51	-0.47	ground
21.46	-0.0832	0.3179	-2.0397	21.28	-5.37	-41.04	56.52	3.19	ground
21.48	0.3717	-0.1729	-2.2807	19.41	-5.88	-39.69	56.54	-5.96	ground
21.50	0.0117	-0.1291	-2.3436	21.40	-5.43	-40.68	56.54	0.91	ground
21.52	0.1246	-0.3222	-2.2925	18.95	-3.13	-40.32	56.58	-3.76	ground
21.54	0.0210	-0.1565	-2.0548	19.71	-3.89	-39.39	56.56	1.17	ground
21.56	0.2544	-0.1478	-2.4238	21.40	-3.98	-40.17	56.56	-0.44	ground
21.58	-0.2057	-0.2049	-1.8612	20.17	-5.79	-41.22	56.52	-4.44	ground
21.60	-0.2952	-0.2213	-1.6748	22.27	-6.44	-39.11	56.55	1.01	ground
21.62	-0.1916	-0.0813	-1.2817	19.73	-3.90	-39.49	56.56	0.67	ground
21.64	0.0299	-0.0849	-0.6777	20.26	-4.10	-40.25	56.51	-0.69	ground
21.66	-0.0662	0.5622	-0.1790	21.91	-4.86	-39.29	56.51	-0.31	ground
21.68	0.2131	-0.1183	0.3921	18.49	-5.37	-39.90	56.52	0.48	ground
21.70	0.3914	0.1032	0.8591	18.36	-6.46	-38.67	56.54	3.53	ground
21.72	-0.2928	-0.1731	1.2085	19.20	-4.13	-39.85	56.57	-0.94	ground
21.74	-0.2202	-0.1769	1.6122	20.81	-3.81	-38.68	56.54	3.04	ground
21.76	-0.4309	-0.5113	2.2734	18.39	-5.68	-41.87	56.59	-0.11	ground
21.78	0.6091	-0.4714	2.3548	20.60	-5.76	-39.54	56.63	3.89	ground
21.80	0.0914	-0.3621	2.4057	20.53	-3.76	-40.40	56.60	-0.71	ground
21.82	0.1439	0.0551	2.4680	22.01	-5.64	-40.86	56.55	-2.00	ground
21.84	-0.4021	0.3229	2.4319	21.05	-3.22	-38.84	56.53	-3.29	ground
21.86	-0.0004	-0.5360	2.0679	20.36	-5.11	-39.11	56.47	-0.10	ground
21.88	0.1528	-0.1647	1.5666	21.36	-5.39	-42.01	56.49	-2.38	ground
21.90	-0.0758	-0.4101	1.3883	20.54	-4.95	-39.28	56.55	4.21	ground
21.92	0.3227	-0.0793	0.9193	19.54	-5.39	-39.41	56.64	-2.61	ground
21.94	0.6935	0.3227	0.1998	18.86	-3.87	-40.72	56.59	-2.07	ground
21.96	-0.2841	-0.1341	-0.2915	19.43	-4.11	-40.84	56.64	1.74	ground
21.98	-0.3066	-0.0143	-0.7921	19.96	-3.91	-41.59	56.65	3.56	ground
22.00	-0.2633	0.4366	-1.2999	20.18	-4.82	-40.34	56.54	2.19	ground
22.02	0.4819	0.1374	-1.7935	17.86	-5.46	-40.18	56.54	3.18	ground
22.04	0.3127	-0.2280	-2.1160	19.78	-5.01	-39.20	56.52	-0.24	ground
22.06	-0.0407	0.0477	-2.3355	20.03	-5.43	-39.73	56.59	-0.20	ground
22.08	0.0110	-0.2483	-2.6628	20.55	-3.53	-41.06	56.56	6.04	ground
22.10	-0.2450	0.1261	-2.3506	21.63	-4.00	-39.76	56.60	5.07	ground
22.12	0.2670	0.1546	-2.4915	20.19	-5.09	-40.25	56.60	2.14	ground
22.14	-0.1140	-0.4101	-2.1231	19.09	-5.93	-40.93	56.54	3.32	ground
22.16	-0.0780	0.0525	-1.4221	18.18	-3.46	-41.59	56.52	2.58	ground
22.18	0.1826	-0.0353	-1.0229	20.69	-4.86	-39.38	56.61	-3.62	ground
22.20	-0.0564	0.1634	-0.3986	19.13	-5.13	-39.55	56.61	-0.12	ground
22.22	-0.0705	0.2494	-0.1036	20.87	-3.45	-39.44	56.66	4.49	ground
22.24	0.0032	0.1432	0.3264	21.40	-5.51	-40.73	56.72	2.16	ground
22.26	0.2386	-0.0910	0.9999	18.46	-5.32	-39.83	56.70	-0.19	ground
22.28	0.4939	0.2800	1.5351	20.55	-5.23	-41.38	56.65	4.53	ground
22.30	0.1756	-0.2619	1.9381	21.29	-6.32	-40.99	56.60	1.11	ground
22.32	0.2410	-0.3962	2.4047	21.02	-4.68	-39.97	56.68	2.27	ground
22.34	-0.0600	-0.9586	2.3749	17.90	-5.76	-39.74	56.70	1.12	ground
22.36	-0.2123	-0.0210	2.5526	19.15	-5.57	-41.63	56.62	1.62	ground
22.38	0.1962	-0.2465	2.2949	18.72	-5.70	-41.06	56.67	1.84	ground
22.40	0.0514	0.1193	2.3296	20.52	-5.59	-40.37	56.59	3.90	ground
22.42	-0.4268	-0.5914	1.9662	20.41	-5.84	-39.04	56.56	4.29	ground
22.44	-0.0984	-0.1942	1.4568	17.30	-4.75	-40.81	56.58	-1.35	ground
22.46	-0.0249	0.1411	1.0574	19.70	-5.16	-39.86	56.71	1.07	ground
22.48	-0.1531	-0.3090	0.5331	20.80	-4.95	-39.75	56.76	3.81	ground
22.50	0.4445	0.1228	-0.0405	20.15	-2.65	-40.25	56.75	-0.39	ground
22.52	0.1440	-0.1671	-0.2950	20.15	-5.16	-39.73	56.76	-3.93	ground
22.54	0.4120	-0.0098	-1.1076	19.64	-4.40	-41.34	56.81	-2.73	ground
22.56	0.0790	0.1785	-1.6058	18.94	-4.28	-40.66	56.89	-2.52	ground
22.58	0.0244	0.2858	-2.2803	19.98	-5.06	-38.57	56.89	-1.37	ground
22.60	-0.2810	0.0277	-2.3962	20.05	-4.73	-38.50	56.89	-2.24	ground
22.62	0.0036	-0.2442	-2.4826	20.62	-4.98	-39.16	56.86	3.09	ground
22.64	0.0039	-0.1374	-2.6027	20.70	-4.80	-38.90	56.90	-0.83	ground
22.66	-0.4101	0.1911	-2.2218	20.09	-5.59	-41.83	56.96	3.78	ground
22.68	-0.1619	-0.3064	-2.2593	21.09	-5.49	-40.95	56.87	-3.39	ground
22.70	-0.0970	-0.0534	-1.7330	19.63	-4.98	-40.31	56.86	-1.06	ground
22.72	0.1240	-0.1158	-1.5106	18.56	-6.97	-37.58	56.81	0.31	ground
22.74	0.1384	-0.0310	-1.0304	20.48	-3.50	-40.31	56.83	2.43	ground
22.76	-0.1744	-0.3028	-0.5126	20.13	-2.84	-39.26	56.78	3.43	ground
22.78	0.1407	-0.5556	0.0634	20.50	-4.83	-39.62	56.72	-1.61	ground
22.80	-0.0546	0.1562	0.8795	18.74	-4.33	-39.64	56.79	2.98	ground
22.82	-0.8609	0.2892	0.8010	21.79	-3.92	-40.02	56.79	-5.05	ground
22.84	-0.1454	-0.5377	1.3174	20.71	-6.32	-41.20	56.80	2.61	ground
22.86	0.3237	0.1107	1.9224	19.71	-4.07	-42.70	56.83	-4.02	ground
22.88	-0.5045	0.3250	2.2903	19.06	-5.43	-38.72	56.89	1.34	ground
22.90	0.0338	0.1788	2.5592	21.08	-2.71	-40.62	56.87	3.39	ground
22.92	0.4756	-0.1250	2.5692	18.90	-5.19	-41.87	56.86	2.66	ground
22.94	-0.2282	-0.2830	2.3558	22.26	-4.09	-39.56	56.85	-4.92	ground
22.96	0.0006	0.0243	2.3586	19.39	-5.18	-39.58	56.92	-1.34	ground
22.98	-0.3912	0.0743	2.0402	21.72	-2.80	-39.23	56.92	2.15	ground
23.00	0.4882	0.0287	1.4971	19.82	-5.51	-38.88	56.92	2.06	ground
23.02	-0.0250	-0.0540	1.1228	21.58	-3.83	-40.92	56.95	0.83	ground
23.04	0.0140	-0.3248	0.4785	19.27	-4.37	-40.87	57.05	-6.60	ground
23.06	0.4063	0.1268	-0.2098	20.02	-4.60	-40.32	57.06	3.59	ground
23.08	0.1984	0.1413	-0.5777	20.80	-4.77	-39.18	57.06	4.13	ground
23.10	-0.2627	0.0602	-1.1878	20.66	-5.67	-42.10	57.17	0.49	ground
23.12	-0.1942	0.0333	-1.6648	21.10	-7.59	-39.87	57.24	0.69	ground
23.14	0.1485	0.5038	-1.8199	19.51	-3.93	-39.07	57.31	1.51	ground
23.16	-0.1872	-0.1873	-2.6803	20.08	-5.49	-39.11	57.29	4.38	ground
23.18	-0.6352	0.3844	-2.6794	21.25	-3.83	-39.29	57.27	0.75	ground
23.20	-0.0160	-0.2202	-2.6731	19.29	-4.65	-38.94	57.19	-0.57	ground
23.22	-0.4441	0.3327	-2.4508	20.57	-3.80	-42.75	57.25	1.14	ground
23.24	0.4849	0.3700	-2.2137	19.78	-4.20	-38.39	57.26	-0.03	ground
23.26	0.0530	-0.0879	-2.0699	20.21	-7.46	-39.67	57.18	0.00	ground
23.28	-0.2716	0.4983	-1.5659	20.08	-4.39	-38.67	57.25	-5.30	ground
23.30	-0.2096	0.1407	-1.0494	19.21	-5.34	-41.17	57.25	1.57	ground
23.32	-0.5668	-0.2632	-0.0070	19.74	-3.83	-41.75	57.24	3.51	ground
23.34	-0.3298	-0.1122	0.4586	20.14	-4.41	-38.21	57.18	3.06	ground
23.36	0.3049	0.3398	0.6808	19.90	-4.40	-40.93	57.21	2.85	ground
23.38	0.6695	0.2769	1.2045	21.57	-5.27	-40.31	57.25	-0.16	ground
23.40	0.2179	-0.3174	1.5390	21.01	-5.91	-39.47	57.25	0.44	ground
23.42	-0.0276	-0.0418	1.7903	20.29	-5.43	-39.23	57.24	3.57	ground
23.44	-0.1296	0.0611	2.3183	19.24	-6.80	-38.92	57.38	2.60	ground
23.46	-0.2869	-0.1523	2.3265	19.18	-5.59	-39.78	57.33	4.46	ground
23.48	0.6179	0.7073	2.4776	21.97	-6.46	-41.05	57.31	-2.02	ground
23.50	-0.0566	0.0701	2.1376	18.99	-6.44	-39.29	57.35	-2.04	ground
23.52	0.6347	-0.0185	2.0295	20.11	-4.88	-39.28	57.31	-1.00	ground
23.54	0.4181	0.3573	1.8231	20.36	-4.47	-41.82	57.27	-2.83	ground
23.56	-0.5222	-0.1096	1.4209	19.69	-5.03	-38.58	57.33	-3.96	ground
23.58	-0.1998	0.3022	0.9242	19.00	-5.50	-42.49	57.37	1.41	ground
23.60	-0.2007	-0.5003	0.1153	19.22	-5.95	-38.97	57.41	1.20	ground
23.62	-0.0240	-0.1361	-0.1227	19.45	-5.32	-40.63	57.42	0.74	ground
23.64	-0.0181	0.3147	-0.9224	19.29	-5.82	-39.29	57.40	1.06	ground
23.66	0.8989	0.4711	-1.2180	21.33	-5.06	-39.49	57.40	-4.39	ground
23.68	-0.3232	-0.2320	-1.7582	19.99	-6.52	-40.04	57.40	-1.44	ground
23.70	0.0687	-0.2669	-2.3173	19.48	-4.30	-39.55	57.45	-0.88	ground
23.72	0.1850	0.1702	-2.4049	20.11	-5.57	-40.09	57.49	0.15	ground
23.74	-0.0005	-0.1869	-2.4292	20.67	-4.62	-39.29	57.45	-4.38	ground
23.76	0.0331	-0.0806	-2.3921	19.66	-4.11	-37.81	57.50	-2.78	ground
23.78	-0.3134	0.2629	-2.3786	20.90	-4.67	-41.34	57.42	-1.31	ground
23.80	0.0319	-0.1632	-1.8811	18.73	-4.20	-43.19	57.42	3.17	ground
23.82	0.1534	-0.5896	-1.6055	21.17	-7.07	-40.42	57.37	0.79	ground
23.84	0.0983	-0.3903	-1.3514	19.99	-5.49	-40.48	57.34	3.06	ground
23.86	0.1711	0.0030	-0.6898	19.95	-3.90	-40.38	57.44	-0.37	ground
23.88	0.4238	-0.5590	0.0392	19.31	-4.49	-40.93	57.38	0.00	ground
23.90	0.2811	-0.0891	0.6074	18.77	-3.15	-39.13	57.35	1.50	ground
23.92	0.0214	-0.4176	0.6774	18.33	-3.30	-41.38	57.38	-0.53	ground
23.94	-0.3515	0.4920	1.2270	19.24	-4.70	-39.55	57.37	-1.87	ground
23.96	-0.1800	0.6495	2.0235	20.59	-5.25	-39.36	57.39	-4.47	ground
23.98	-0.0659	-0.3175	1.9851	19.04	-5.96	-39.68	57.47	-1.79	ground
24.00	0.0757	0.0770	2.1793	18.45	-5.48	-39.51	57.51	2.51	ground
24.02	-0.1435	-0.2881	2.4174	19.09	-5.41	-39.05	57.49	3.78	ground
24.04	-0.2807	-0.0928	2.5392	19.62	-5.59	-39.95	57.50	-2.32	ground
24.06	-0.3565	0.5410	2.3205	19.65	-5.92	-40.35	57.53	-5.20	ground
24.08	-0.4954	-0.1400	1.9789	19.87	-4.60	-39.51	57.58	2.78	ground
24.10	-0.0705	-0.0858	1.6102	21.03	-3.30	-39.40	57.59	0.21	ground
24.12	-0.4409	-0.2828	1.1522	21.25	-4.07	-39.11	57.61	-4.04	ground
24.14	-0.3002	0.3439	0.6107	22.01	-5.32	-41.71	57.64	-9.33	ground
24.16	-0.1182	-0.9790	0.5306	18.38	-3.99	-40.18	57.65	-2.89	ground
24.18	-0.4008	-0.1328	-0.3309	19.14	-4.65	-41.07	57.63	-1.39	ground
24.20	0.1139	-0.0138	-0.7873	20.70	-5.04	-39.44	57.67	-3.45	ground
24.22	0.2221	-0.1983	-1.4915	19.55	-5.10	-39.27	57.70	2.08	ground
24.24	-0.1648	0.2591	-1.8717	20.86	-5.20	-40.27	57.60	-2.44	ground
24.26	-0.1311	0.3606	-2.2825	20.21	-4.35	-40.73	57.57	0.04	ground
24.28	0.1612	-0.4236	-2.7941	21.58	-4.86	-39.40	57.56	7.12	ground
24.30	-0.2142	0.6280	-2.7018	21.04	-5.73	-40.13	57.56	0.35	ground
24.32	-0.2348	-0.4270	-2.7383	21.06	-5.78	-38.57	57.63	-0.35	ground
24.34	0.3589	0.3866	-2.6502	19.59	-4.69	-38.23	57.80	-0.28	ground
24.36	0.2653	0.0449	-2.2202	19.90	-4.57	-39.00	57.68	2.01	ground
24.38	0.1805	-0.1511	-1.4663	19.69	-5.31	-39.77	57.71	1.64	ground
24.40	0.2777	-0.1228	-1.2110	18.49	-6.13	-38.17	57.72	-3.01	ground
24.42	-0.5932	-0.0101	-0.4888	21.47	-3.75	-39.76	57.72	-1.23	ground
24.44	0.4062	0.0625	-0.0640	20.75	-3.96	-40.48	57.76	-2.00	ground
24.46	0.1176	-0.2760	0.5549	19.65	-6.99	-40.68	57.77	-0.85	ground
24.48	0.3032	-0.0702	0.8433	21.30	-3.66	-40.70	57.77	5.48	ground
24.50	0.1161	-0.2312	1.5481	19.37	-5.21	-40.01	57.78	1.85	ground
24.52	0.0147	-0.3645	1.9949	18.16	-4.81	-39.54	57.81	-0.24	ground
24.54	-0.0826	-0.2452	2.1192	21.01	-3.86	-41.42	57.85	3.73	ground
24.56	0.1101	-0.3450	2.4974	18.72	-3.35	-40.45	57.87	0.57	ground
24.58	-0.0935	-0.1260	2.5832	19.80	-4.00	-39.79	57.85	-4.91	ground
24.60	0.2604	0.1297	2.3733	20.21	-4.76	-39.36	58.00	4.99	ground
24.62	-0.4759	0.0362	2.1197	20.39	-6.38	-40.03	58.02	-0.47	ground
24.64	-0.1625	0.5923	1.8263	20.85	-7.03	-39.76	58.07	-6.77	ground
24.66	0.6134	-0.6631	1.6306	20.58	-4.12	-41.24	58.06	-4.80	ground
24.68	-0.1878	0.1408	1.1980	20.55	-3.66	-40.91	58.08	3.38	ground
24.70	-0.0716	0.0019	0.5028	19.21	-5.81	-40.06	58.09	-4.75	ground
24.72	-0.2648	0.2447	0.0668	20.29	-5.27	-39.49	58.01	4.05	ground
24.74	0.1008	0.2149	-0.4137	18.49	-5.56	-39.77	57.98	0.24	ground
24.76	-0.2209	-0.0495	-0.9432	21.56	-5.58	-40.85	57.95	2.14	ground
24.78	-0.0557	0.0518	-1.2870	18.60	-3.93	-40.24	57.93	-0.77	ground
24.80	0.2547	-0.2232	-1.7347	19.65	-4.78	-38.49	57.89	1.57	ground
24.82	-0.2096	0.1841	-2.3848	18.68	-5.23	-39.46	57.90	0.95	ground
24.84	0.2366	-0.5637	-2.1765	19.27	-2.34	-40.16	57.98	-0.12	ground
24.86	0.2467	0.2330	-2.5794	20.01	-6.43	-41.03	58.00	-3.20	ground
24.88	0.3165	-0.0070	-2.2864	19.47	-4.45	-40.71	57.95	1.08	ground
24.90	0.0422	-0.1461	-2.2519	21.14	-6.05	-39.99	57.91	-5.45	ground
24.92	0.9724	-0.0698	-2.0275	20.23	-5.16	-39.72	57.90	2.79	ground
24.94	0.3164	-0.0478	-1.8404	19.54	-4.85	-39.43	57.84	0.59	ground
24.96	0.0975	0.3892	-1.1185	19.87	-4.16	-39.61	57.86	1.39	ground
24.98	-0.2628	0.9700	-0.7946	21.22	-5.26	-40.37	57.94	-7.85	ground
25.00	-0.0291	0.3660	0.1451	20.91	-5.37	-40.51	57.92	-3.38	ground
25.02	0.4279	-0.1696	0.7882	18.86	-5.28	-37.95	57.93	-1.52	ground
25.04	0.5129	0.1889	0.9733	19.32	-6.08	-40.56	57.92	2.02	ground
25.06	0.4435	0.2020	1.6145	20.47	-4.37	-41.29	57.90	-2.83	ground
25.08	0.2356	-0.2775	1.8569	20.35	-4.72	-41.64	57.92	7.64	ground
25.10	-0.3767	-0.3782	2.1678	18.95	-4.56	-40.35	57.89	-0.79	ground
25.12	0.1461	-0.0190	2.5593	20.75	-5.07	-39.06	57.86	-3.05	ground
25.14	-0.3724	0.2423	2.4940	19.11	-5.19	-40.58	57.79	-0.56	ground
25.16	-0.4462	-0.4835	2.6900	21.30	-3.82	-38.52	57.81	-2.85	ground
25.18	0.0717	-0.2163	2.1623	20.53	-3.98	-40.01	57.87	-3.55	ground
25.20	0.1570	0.1718	2.0762	18.87	-3.59	-38.89	57.91	3.03	ground
25.22	0.2710	0.0125	1.5344	19.47	-4.63	-40.76	58.00	1.54	ground
25.24	0.1491	0.4249	1.1553	19.45	-3.65	-40.74	57.97	1.55	ground
25.26	0.1595	-0.4234	0.4322	20.16	-5.42	-39.91	58.03	3.83	ground
25.28	-0.2954	0.7056	-0.0703	19.80	-5.20	-39.52	57.98	1.46	ground
25.30	-0.0315	-0.4614	-0.6390	18.85	-3.80	-40.18	58.02	-3.20	ground
25.32	-0.4521	-0.6087	-1.2744	18.61	-4.16	-39.71	58.12	2.13	ground
25.34	-0.6010	-0.0177	-1.5183	20.55	-5.29	-39.41	58.15	-3.38	ground
25.36	0.2222	-0.3403	-1.9064	20.29	-6.05	-41.42	58.24	-1.43	ground
25.38	-0.2259	-0.0116	-2.1991	20.11	-5.20	-40.34	58.22	-0.14	ground
25.40	0.2617	-0.0221	-2.2252	20.27	-5.68	-40.52	58.23	-0.44	ground
25.42	0.3325	-0.0587	-2.2808	19.38	-3.28	-40.47	58.19	-5.37	ground
25.44	-0.1858	-0.2527	-2.4697	20.18	-4.24	-39.59	58.20	-2.90	ground
25.46	0.1771	0.1298	-2.1498	22.54	-5.77	-40.50	58.22	-0.07	ground
25.48	-0.1983	-0.0952	-1.9792	21.17	-6.04	-42.01	58.24	-1.83	ground
25.50	-0.5538	0.3311	-1.4660	19.71	-5.78	-40.24	58.22	3.38	ground
25.52	0.0370	-0.0541	-1.0684	19.48	-5.56	-41.06	58.21	3.89	ground
25.54	-0.1413	-0.2894	-0.1945	17.14	-5.17	-39.50	58.23	-3.36	ground
25.56	-0.1320	-0.5063	0.1802	21.07	-3.89	-39.19	58.24	0.18	ground
25.58	0.5926	-0.0516	0.6497	20.79	-5.97	-42.17	58.19	4.75	ground
25.60	-0.4578	-0.3808	1.3834	19.46	-2.71	-40.77	58.10	-0.40	ground
25.62	0.1149	-0.4050	1.3394	18.57	-5.94	-39.65	58.08	-1.22	ground
25.64	-0.2984	0.1582	1.7387	18.84	-6.41	-41.41	58.02	2.58	ground
25.66	0.2725	-0.5333	2.4321	20.44	-3.31	-39.22	57.99	-0.82	ground
25.68	0.0895	0.4237	2.4758	19.91	-3.68	-38.95	57.98	3.81	ground
25.70	0.1138	0.0479	2.5326	20.69	-5.18	-40.16	57.98	-1.78	ground
25.72	-0.2835	-0.0132	2.1973	20.09	-4.62	-40.77	57.96	-1.42	ground
25.74	-0.2297	-0.3104	2.1720	20.97	-4.59	-42.31	58.08	2.37	ground
25.76	0.2782	0.2293	2.1443	20.37	-4.86	-39.19	58.02	0.30	ground
25.78	0.5312	-0.0009	1.5418	20.83	-6.30	-38.00	58.09	0.33	ground
25.80	0.1441	-0.2058	0.9458	17.91	-7.48	-38.20	58.09	-5.73	ground
25.82	-0.2692	0.0599	0.3097	18.77	-5.84	-40.19	58.07	-1.06	ground
25.84	0.1017	-0.5048	-0.2475	19.64	-3.18	-41.09	58.11	2.59	ground
25.86	0.7282	-0.4906	-1.0620	21.08	-3.14	-39.16	58.10	-2.35	ground
25.88	0.0307	-0.3361	-1.2204	21.88	-5.26	-40.13	58.07	2.10	ground
25.90	0.4386	0.1049	-1.5845	19.84	-5.96	-39.52	58.17	0.80	ground
25.92	-0.2221	-0.0010	-2.3128	19.39	-4.72	-39.70	58.07	-0.60	ground
25.94	-0.0126	0.3147	-2.4350	18.05	-4.56	-39.91	58.06	4.07	ground
25.96	0.1859	-0.2760	-2.6498	20.86	-4.40	-38.97	58.08	-1.02	ground
25.98	0.1192	0.1724	-2.6351	19.45	-7.53	-38.93	58.16	-0.81	ground
26.00	-0.2299	-0.0342	-2.3696	22.96	-1.84	-40.52	58.15	-0.63	ground
26.02	-0.2429	-0.2829	-2.4565	19.26	-3.87	-40.92	58.29	0.24	ground
26.04	0.2965	0.1156	-1.7086	22.11	-5.20	-42.50	58.34	2.30	ground
26.06	0.3575	-0.0198	-1.2529	20.75	-5.72	-40.35	58.23	-4.42	ground
26.08	0.4536	-0.1887	-0.8993	18.97	-4.01	-41.09	58.17	2.60	ground
26.10	0.5412	0.0126	-0.6854	20.23	-4.50	-39.58	58.19	0.20	ground
